MolecularFormula,split,smiles,Activity(IC50),Activity(pIC50)
C19H28F2N2,train,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@@H](N2CCCCC2)CC1,1800,5.744727495
C19H28F2N2,train,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](N2CCCCC2)CC1,330,6.48148606
C20H29F2N3O,train,NC(=O)C1CCCN([C@H]2CC[C@@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,1300,5.886056648
C20H29F2N3O,train,NC(=O)C1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,57,7.244125144
C20H29F2N3O,train,NC(=O)[C@H]1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,200,6.698970004
C20H29F2N3O,train,NC(=O)[C@@H]1CCCN([C@H]2CC[C@H]([C@H](N)Cc3cc(F)ccc3F)CC2)C1,70,7.15490196
C19H28F2N2O,train,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](N2CCC[C@@H](O)C2)CC1,270,6.568636236
C18H25F5N2,train,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](NCCCC(F)(F)F)CC1,910,6.040958608
C23H27F2N3,train,CN(Cc1ccc(C#N)cc1)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,290,6.537602002
C23H27F2N3,train,CN(Cc1cccc(C#N)c1)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,220,6.657577319
C23H30F2N2,train,CCN(Cc1ccccc1)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,710,6.148741651
C25H31F5N2,train,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@H](N(CCCC(F)(F)F)Cc2ccccc2)CC1,690,6.161150909
C14H20F2N2O2S,train,CS(=O)(=O)N1CCC([C@H](N)Cc2cc(F)ccc2F)CC1,130,6.886056648
C18H21F2N3,train,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2ccccn2)CC1,450,6.346787486
C20H25F2N3,train,Cc1ccc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c(C)n1,71,7.148741651
C18H20F3N3,train,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2ccc(F)nc2)CC1,110,6.958607315
C19H22F2N4O2,train,NOC(=O)c1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,18,7.744727495
C17H20F2N4,train,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2ncccn2)CC1,670,6.173925197
C17H20F2N4,train,N[C@H](Cc1cc(F)ccc1F)C1CCN(c2cncnc2)CC1,75,7.124938737
C18H22F2N4O,train,COc1ncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)cn1,78,7.107905397
C21H30F2N2O2,train,COC(=O)C1CCCC(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)C1,54,7.26760624
C20H29F2N3O,train,NC(=O)C1CCCC(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)C1,21,7.677780705
C15H17F3N2O3S,train,COC(=O)C1SCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,204,6.690369833
C16H18F3N3O4S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCC(=O)O)Cc1cc(F)c(F)cc1F,212,6.673664139
C18H22F3N3O4S,train,CCOC(=O)CNC(=O)C1SCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,101,6.995678626
C16H20F3N3O2S,train,CN(C)C(=O)C1SCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,1700,5.769551079
C18H22F3N3O3S,train,N[C@@H](CC(=O)N1CCSC1C(=O)N1CCOCC1)Cc1cc(F)c(F)cc1F,807,6.093126465
C18H23F3N4O2S,train,N[C@@H](CC(=O)N1CCSC1C(=O)N1CCNCC1)Cc1cc(F)c(F)cc1F,680,6.167491087
C19H20F3N3O3S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccoc1)Cc1cc(F)c(F)cc1F,88,7.055517328
C21H22F3N3O3S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(O)cc1)Cc1cc(F)c(F)cc1F,328,6.484126156
C22H22F3N3O4S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(C(=O)O)cc1)Cc1cc(F)c(F)cc1F,229,6.640164518
C25H28F3N3O5S,train,CCOC(=O)COc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,41,7.387216143
C23H24F3N3O5S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(OCC(=O)O)cc1)Cc1cc(F)c(F)cc1F,51,7.292429824
C25H28F3N3O5S,train,CCOC(=O)COc1cccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)c1,95,7.022276395
C23H24F3N3O5S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1cccc(OCC(=O)O)c1)Cc1cc(F)c(F)cc1F,102,6.991399828
C24H24F3N3O6S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc2c(c1)OCC(C(=O)O)O2)Cc1cc(F)c(F)cc1F,192,6.716698771
C25H26F3N3O6S,train,CCOC(=O)C1Oc2ccc(CNC(=O)C3SCCN3C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)cc2O1,64,7.193820026
C23H22F3N3O6S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc2c(c1)OC(C(=O)O)O2)Cc1cc(F)c(F)cc1F,64,7.193820026
C24H26F3N3O5S,train,CC(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,216,6.665546249
C25H28F3N3O5S,train,CC(C)(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,56,7.251811973
C30H30F3N3O5S,train,N[C@@H](CC(=O)N1CCSC1C(=O)NCc1ccc(OC(Cc2ccccc2)C(=O)O)cc1)Cc1cc(F)c(F)cc1F,28,7.552841969
C26H30F3N3O5S,train,CC(C)C(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,6,8.22184875
C28H34F3N3O5S,train,CCOC(=O)C(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,77,7.113509275
C27H33F3N4O4S,train,CC(C)C(C(=O)O)N(C)c1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,80,7.096910013
C25H29F3N4O4S,train,CC(C)(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,13,7.886056648
C26H31F3N4O4S,train,CC(C)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,1,9
C28H35F3N4O4S,train,CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,17,7.769551079
C26H31F3N4O4S,train,CC(C)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,1.2,8.920818754
C20H17F3N4,train,N[C@H]1CN(c2cc(-c3cc(F)cc(F)c3F)ncn2)C[C@@H]1c1ccccc1,13,7.886056648
C18H18F3N5O,train,N[C@H]1CN(c2cc(-c3cc(F)c(F)cc3F)ncn2)C[C@@H]1N1CCCC1=O,488,6.311580178
C19H20F3N5O,train,N[C@H]1CN(c2cc(-c3cc(F)c(F)cc3F)ncn2)C[C@@H]1N1CCCCC1=O,47,7.327902142
C20H22N6O,train,N[C@H]1CN(c2cc(N3CCc4nocc4C3)ncn2)C[C@@H]1c1ccccc1,1.6,8.795880017
C18H23N7O2,train,N[C@H]1CN(c2cc(N3CCc4nocc4C3)ncn2)C[C@@H]1N1CCCC1=O,153,6.815308569
C19H25N7O2,train,N[C@H]1CN(c2cc(N3CCc4nocc4C3)ncn2)C[C@@H]1N1CCCCC1=O,12,7.920818754
C17H21N5,train,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1c1ccccc1,19,7.721246399
C15H22N6O,train,N[C@H]1CN(c2cc(NC3CC3)ncn2)C[C@@H]1N1CCCC1=O,1400,5.853871964
C19H24N6O2,train,COc1ccc(-c2cc(N3C[C@H](N)[C@@H](N4CCCCC4=O)C3)ncn2)cn1,39,7.408935393
C18H22N6O,train,N[C@H]1CN(c2ncnc(-c3ccccc3)n2)C[C@@H]1N1CCCCC1=O,59,7.229147988
C16H21F4N7O,train,N[C@H]1CN(c2ncnc(N3CCC(F)(F)C3)n2)C[C@@H]1N1CC(F)(F)CCC1=O,23,7.638272164
C18H24F4N6O,train,Cc1nc(N2C[C@H](N)[C@@H](N3CC(F)(F)CCC3=O)C2)cc(N2CCC(F)(F)C2)n1,13,7.886056648
C28H35F3N4O4S,train,CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,175,6.756961951
C26H31F3N4O4S,train,CC(C)[C@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,13,7.886056648
C28H35F3N4O4S,train,CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,309,6.510041521
C15H16F3N5O,train,N[C@@H](CC(=O)N1CCn2nncc2C1)Cc1cc(F)c(F)cc1F,89.5,7.048176965
C17H18F3N5O3,train,COC(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,15.09,7.82131076
C16H17F3N6O2,train,NC(=O)c1nnn2c1CN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)CC2,29.92,7.524038411
C21H20F3N5O,train,N[C@@H](CC(=O)N1CCn2nnc(-c3ccccc3)c2C1)Cc1cc(F)c(F)cc1F,37.54,7.425505732
C21H19ClF3N5O,train,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(Cl)cc3)c2C1)Cc1cc(F)c(F)cc1F,46.89,7.328919767
C22H19F6N5O,train,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(C(F)(F)F)cc3)c2C1)Cc1cc(F)c(F)cc1F,75.35,7.122916743
C22H19F3N6O,train,N#Cc1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1,30.03,7.522444668
C22H21F3N6O2,train,NC(=O)c1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1,36.43,7.438540829
C24H25F3N6O2,train,CN(C)C(=O)c1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1,26.64,7.57446578
C23H22F3N5O3,train,COC(=O)c1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1,12.4,7.906578315
C22H20F3N5O3,train,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(C(=O)O)cc3)c2C1)Cc1cc(F)c(F)cc1F,33.78,7.471340355
C22H22F3N5O3S,train,CS(=O)(=O)c1ccc(-c2nnn3c2CN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC3)cc1,33.17,7.479254528
C20H19F3N6O,train,N[C@@H](CC(=O)N1CCn2nnc(-c3ccncc3)c2C1)Cc1cc(F)c(F)cc1F,28.6,7.543633967
C20H19F3N6O,train,N[C@@H](CC(=O)N1CCn2nnc(-c3ccccn3)c2C1)Cc1cc(F)c(F)cc1F,33.25,7.47820835
C19H18F3N5OS,train,N[C@@H](CC(=O)N1CCn2nnc(-c3cccs3)c2C1)Cc1cc(F)c(F)cc1F,22.76,7.642827742
C18H17F3N6O2,train,N[C@@H](CC(=O)N1CCn2nnc(-c3cnco3)c2C1)Cc1cc(F)c(F)cc1F,17.83,7.748848657
C18H20FN3O,train,Cc1nc(C(=O)N2CCCC2)cc(-c2ccccc2F)c1CN,50000,4.301029996
C14H13FN2O2,train,Cc1nc(C(=O)O)cc(-c2ccc(F)cc2)c1CN,50000,4.301029996
C14H9Cl2N3O,train,Cc1nc(C(N)=O)cc(-c2ccc(Cl)cc2Cl)c1C#N,50000,4.301029996
C15H11Cl2N3O,train,CNC(=O)c1cc(-c2ccc(Cl)cc2Cl)c(C#N)c(C)n1,50000,4.301029996
C14H14FN3O,train,Cc1nc(C(N)=O)cc(-c2ccccc2F)c1CN,50000,4.301029996
C17H18FN3O,train,Cc1nc(C(=O)NC2CC2)cc(-c2ccc(F)cc2)c1CN,80,7.096910013
C18H20FN3O,train,Cc1nc(C(=O)N2CCCC2)cc(-c2ccc(F)cc2)c1CN,686,6.163675884
C18H20FN3O2,train,Cc1nc(C(=O)N2CCOCC2)cc(-c2ccc(F)cc2)c1CN,50000,4.301029996
C22H26FN3O3,train,CCOC(=O)C1CCN(C(=O)c2cc(-c3ccc(F)cc3)c(CN)c(C)n2)CC1,937,6.028260409
C17H17F2N3O,train,Cc1nc(C(=O)NC2CC2)cc(-c2ccc(F)cc2F)c1CN,674,6.171340103
C18H19F2N3O,train,Cc1nc(C(=O)N2CCCC2)cc(-c2ccc(F)cc2F)c1CN,50000,4.301029996
C18H16F2N4O2,train,Cc1cc(NC(=O)c2cc(-c3ccc(F)cc3F)c(CN)c(C)n2)no1,674,6.171340103
C14H13Cl2N3O,train,Cc1nc(C(N)=O)cc(-c2ccc(Cl)cc2Cl)c1CN,16,7.795880017
C15H15Cl2N3O,train,CNC(=O)c1cc(-c2ccc(Cl)cc2Cl)c(CN)c(C)n1,6,8.22184875
C17H17Cl2N3O,train,Cc1nc(C(=O)NC2CC2)cc(-c2ccc(Cl)cc2Cl)c1CN,50000,4.301029996
C18H19Cl2N3O,train,Cc1nc(C(=O)N2CCCC2)cc(-c2ccc(Cl)cc2Cl)c1CN,44,7.356547324
C18H19Cl2N3O2,train,Cc1nc(C(=O)N2CCOCC2)cc(-c2ccc(Cl)cc2Cl)c1CN,50000,4.301029996
C16H16Cl2N4O2,train,Cc1nc(C(=O)NCC(N)=O)cc(-c2ccc(Cl)cc2Cl)c1CN,50000,4.301029996
C16H14Cl2N4O,train,Cc1nc(C(=O)NCC#N)cc(-c2ccc(Cl)cc2Cl)c1CN,10,8
C18H21N3O2,train,COc1ccc(-c2cc(C(=O)NC3CC3)nc(C)c2CN)cc1,50000,4.301029996
C19H23N3O2,train,COc1ccc(-c2cc(C(=O)N3CCCC3)nc(C)c2CN)cc1,50000,4.301029996
C19H23N3O3,train,COc1ccc(-c2cc(C(=O)N3CCOCC3)nc(C)c2CN)cc1,50000,4.301029996
C22H21Cl2N3O2,train,COc1ccc(-c2cc(C(=O)NCc3ccc(Cl)c(Cl)c3)nc(C)c2CN)cc1,50000,4.301029996
C19H20N4O3,train,COc1ccc(-c2cc(C(=O)Nc3cc(C)on3)nc(C)c2CN)cc1,50000,4.301029996
C19H24N4O2,train,COc1ccc(-c2cc(C(=O)N3CC[C@@H](N)C3)nc(C)c2CN)cc1,50000,4.301029996
C21H29N5O2,train,COc1ccc(-c2cc(C(=O)NCCN3CCNCC3)nc(C)c2CN)cc1,50000,4.301029996
C14H14FN3O,train,Cc1nc(CN)cc(-c2ccccc2F)c1C(N)=O,50000,4.301029996
C15H17N3O2,train,COc1ccc(-c2cc(CN)nc(C)c2C(N)=O)cc1,50000,4.301029996
C18H20FN3O,train,Cc1nc(-c2ccc(F)cc2)cc(C(=O)N2CCCC2)c1CN,50000,4.301029996
C18H20ClN3O,train,Cc1nc(-c2ccc(Cl)cc2)cc(C(=O)N2CCCC2)c1CN,50000,4.301029996
C18H20ClN3O2,train,Cc1nc(-c2ccc(Cl)cc2)cc(C(=O)N2CCOCC2)c1CN,50000,4.301029996
C17H17Cl2N3O,train,Cc1nc(-c2ccc(Cl)cc2Cl)cc(C(=O)NC2CC2)c1CN,50000,4.301029996
C18H19Cl2N3O,train,Cc1nc(-c2ccc(Cl)cc2Cl)cc(C(=O)N2CCCC2)c1CN,50000,4.301029996
C18H19Cl2N3O2,train,Cc1nc(-c2ccc(Cl)cc2Cl)cc(C(=O)N2CCOCC2)c1CN,50000,4.301029996
C19H23N3O2,train,COc1ccc(-c2cc(C(=O)N3CCCC3)c(CN)c(C)n2)cc1,50000,4.301029996
C19H23N3O3,train,COc1ccc(-c2cc(C(=O)N3CCOCC3)c(CN)c(C)n2)cc1,50000,4.301029996
C18H24F3N3O4S,train,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C1,170,6.769551079
C18H27N3O5S2,train,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@H]2CC[C@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,130,6.886056648
C17H26N4O5S2,train,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,46,7.337242168
C18H27N3O5S2,train,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,13,7.886056648
C18H25N3O5S,train,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,110,6.958607315
C19H26IN3O3,train,N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@H](OC(=O)Nc2ccc(I)cc2)C1,330,6.48148606
C10H20N2O,train,CCC(C)C(N)C(=O)N1CCCC1,2000,5.698970004
C19H27N3O4S,train,COc1ccc(NC(=O)O[C@@H]2CCC[C@H]([C@H](N)C(=O)N3CCSC3)C2)cc1,83,7.080921908
C17H26N4O5S2,train,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,250,6.602059991
C17H26N4O5S2,train,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,83,7.080921908
C21H25N3O3S,train,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc3ccccc23)C1,1700,5.769551079
C19H26IN3O3,train,N[C@H](C(=O)N1CCCC1)[C@H]1CCC[C@@H](OC(=O)Nc2ccc(I)cc2)C1,110,6.958607315
C18H24IN3O3,train,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](OC(=O)Nc2ccc(I)cc2)C1,180,6.744727495
C17H18O3,train,O=C(CC(O)CCc1ccccc1)c1ccc(O)cc1,38430,4.415329616
C17H22FN3O3S,train,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc(F)c2)C1,210,6.677780705
C24H29N3O3,train,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@@H](OC(=O)Nc2ccccc2-c2ccccc2)C1,3900,5.408935393
C11H12O4,train,CCOC(=O)/C=C/c1ccc(O)c(O)c1,87720,4.056901377
C15H16F2N2,train,N#CC1CCC/C1=C(/F)CNCc1ccc(F)cc1,1000000,3
C15H17FN6O,train,N#Cc1ccc(NCCNCC(=O)N2C[C@@H](F)C[C@H]2C#N)nc1,1.1,8.958607315
C16H20N2O,train,N#C[C@@H]1CCCC1C(=O)CNCCc1ccccc1,2130,5.671620397
C14H20N2S,train,S=C(CNCc1ccccc1)N1CCCCC1,1000000,3
C13H20N2,train,c1ccc(CNCCN2CCCC2)cc1,1000000,3
C14H20N2O2,train,c1cc2c(cc1CNCCN1CCCC1)OCO2,250000,3.602059991
C21H26FN3O,train,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1ccccc1F,139,6.8569852
C15H16F2N2,train,N#CC1CCC/C1=C(\F)CNCc1ccc(F)cc1,500000,3.301029996
C13H24N2S,train,S=C(CNC1CCCCC1)N1CCCCC1,1000000,3
C15H20N2O2S,train,S=C(CNCc1ccc2c(c1)OCO2)N1CCCCC1,1000000,3
C13H23N,train,C(CNC1CCCCC1)=C1CCCC1,1000000,3
C14H19FN2,train,FC(CNCCc1ccccn1)=C1CCCC1,1000000,3
C23H32O3,train,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(C(C)=O)[C@@]4(C)CC[C@@H]32)C1,35600,4.448550002
C28H39NO2,train,CC(=O)[C@H]1C(NCc2ccccc2)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,21300,4.671620397
C30H38O4,train,COc1ccc(/C=C/C(=O)C2=CC[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)cc1OC,26200,4.581698709
C32H45NO3,train,CCCN1C(c2ccc(OC)cc2)CC(=O)[C@H]2C1C[C@H]1[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,32700,4.485452247
C15H20FN,train,FC(CNCc1ccccc1)=C1CCCCC1,1000000,3
C14H20N2O,train,O=C(CNCc1ccccc1)N1CCCCC1,1000000,3
C22H39BN4O5,train,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)C1CCCCC1)C(=O)N1CCC[C@H]1B(O)O,20,7.698970004
C21H31BN4O5,train,C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1B(O)O,8.3,8.080921908
C23H12Cl4F3NO2,train,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1c1cccc(CCc2cccc(C(F)(F)F)c2)c1,3100,5.508638306
C23H12Cl4F3NO2,train,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1c1cccc(CCc2ccccc2C(F)(F)F)c1,4000,5.397940009
C14H19N,train,C(CNCc1ccccc1)=C1CCCC1,1000000,3
C14H18N2O3,train,O=C(CNCc1ccc2c(c1)OCO2)N1CCCC1,1000000,3
C13H24N2O,train,O=C(CNC1CCCCC1)N1CCCCC1,1000000,3
C12H24N2,train,C1CCC(NCCN2CCCC2)CC1,1000000,3
C12H22N2O,train,O=C(CNC1CCCCC1)N1CCCC1,148000,3.829738285
C15H19NO2,train,C(CNCc1ccc2c(c1)OCO2)=C1CCCC1,250000,3.602059991
C15H18F3N3O2,train,CN1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1=O,92.6,7.033389013
C19H19F3N4O2,train,N[C@@H](CC(=O)N1CCN(c2ccccn2)C(=O)C1)Cc1cc(F)c(F)cc1F,311,6.507239611
C27H26F3N3O2,train,N[C@@H](CC(=O)N1CCN(Cc2ccc(-c3ccccc3)cc2)C(=O)C1)Cc1cc(F)c(F)cc1F,44.8,7.348721986
C20H27F3N4O3,train,N[C@@H](CC(=O)N1CCN(CCN2CCOCC2)C(=O)C1)Cc1cc(F)c(F)cc1F,116,6.935542011
C21H21F3N4O4,train,N[C@@H](CC(=O)N1CCN(Cc2ccc([N+](=O)[O-])cc2)C(=O)C1)Cc1cc(F)c(F)cc1F,38.5,7.41453927
C21H21F3N4O4,train,N[C@@H](CC(=O)N1CCN(Cc2ccccc2[N+](=O)[O-])C(=O)C1)Cc1cc(F)c(F)cc1F,13.7,7.863279433
C22H21F3N4O2,train,N#Cc1ccccc1CN1CCN(C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)CC1=O,48.9,7.310691141
C22H21F6N3O2,train,N[C@@H](CC(=O)N1CCN(Cc2ccccc2C(F)(F)F)C(=O)C1)Cc1cc(F)c(F)cc1F,50.7,7.294992041
C23H26F3N3O2,train,CCc1ccc(CN2CCN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CC2=O)cc1,38.9,7.410050399
C21H21F4N3O2,train,N[C@@H](CC(=O)N1CCN(Cc2ccc(F)cc2)C(=O)C1)Cc1cc(F)c(F)cc1F,33.8,7.4710833
C21H21F3IN3O2,train,N[C@@H](CC(=O)N1CCN(Cc2ccc(I)cc2)C(=O)C1)Cc1cc(F)c(F)cc1F,30.8,7.511449283
C21H21ClF3N3O2,train,N[C@@H](CC(=O)N1CCN(Cc2cccc(Cl)c2)C(=O)C1)Cc1cc(F)c(F)cc1F,26.7,7.573488739
C21H21ClF3N3O2,train,N[C@@H](CC(=O)N1CCN(Cc2ccccc2Cl)C(=O)C1)Cc1cc(F)c(F)cc1F,29,7.537602002
C16H20F3N3O3,train,COC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,7.4,8.13076828
C17H22F3N3O3,train,CCOC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,4.3,8.366531544
C20H26F3N3O3,train,N[C@@H](CC(=O)N1CCNC(=O)[C@H]1COC1CCCC1)Cc1cc(F)c(F)cc1F,1.7,8.769551079
C19H26F3N3O3,train,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0.9,9.045757491
C19H26F3N3O2S,train,CC(C)(C)SC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,1.3,8.886056648
C18H28FN,train,FC(CNC12CC3CC(CC(C3)C1)C2)=C1CCCCC1,250000,3.602059991
C8H17BN2O4,train,C[C@@H](O)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,190,6.721246399
C10H21BN2O3,train,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,25,7.602059991
C14H17F2N,train,FC(CNCc1ccc(F)cc1)=C1CCCC1,1000000,3
C18H22N4O2,train,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)N1CCc2ccccc2C1,99,7.004364805
C16H20FNO2,train,FC(CNCc1ccc2c(c1)OCO2)=C1CCCCC1,250000,3.602059991
C16H19F4N,train,FC(CNCc1cccc(C(F)(F)F)c1)=C1CCCCC1,125000,3.903089987
C18H26N2O,train,N#C[C@@H]1CCCC1C(=O)CNC12CC3CC(CC(C3)C1)C2,350,6.455931956
C21H23N3O2,train,NC(CC(=O)N1CCc2ccccc2C1)C(=O)N1Cc2ccccc2C1,100000,4
C14H18N2O,train,O=C([C@@H]1CCCN1)N1CCc2ccccc2C1,100000,4
C21H20N4O,train,N#C[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c[nH]c2ccccc12,13000,4.886056648
C18H25FN2,train,N#CC1CCC/C1=C(\F)CNC12CC3CC(CC(C3)C1)C2,15000,4.823908741
C15H13F2N,train,Fc1ccc(N2CCc3ccccc3C2)cc1F,100000,4
C23H27N3O2,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(OCC(N)=O)cc23)cc1,4.2,8.37675071
C24H27N3O,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(/C=C/C(N)=O)cc23)cc1,1.8,8.744727495
C25H30N4O,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CCNC(=O)C4)cc23)cc1,2.2,8.657577319
C25H28N4O2,train,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CCNC(=O)C4=O)cc23)cc1,2.7,8.568636236
